"GEO_NAME","CHARACTERISTIC_ID","CHARACTERISTIC_NAME","C1_COUNT_TOTAL"
"B0S",384,"English only",16440
"B0S",385,"French only",5
"B0S",386,"English and French",1130
"B0S",387,"Neither English nor French",30
"B0S",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",17600
"B0S",389,"English",17320
"B0S",390,"French",240
"B0S",391,"English and French",20
"B0S",392,"Neither English nor French",30
"B0S",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",17600
"B0S",394,"Single responses",17450
"B0S",395,"Official languages",17035
"B0S",396,"English",16785
"B0S",397,"French",250
"B0S",398,"Non-official languages",420
"B0T",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",14515
"B0T",384,"English only",13865
"B0T",385,"French only",5
"B0T",386,"English and French",635
"B0T",387,"Neither English nor French",10
"B0T",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",14515
"B0T",389,"English",14395
"B0T",390,"French",115
"B0T",391,"English and French",0
"B0T",392,"Neither English nor French",10
"B0T",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",14515
"B0T",394,"Single responses",14445
"B0T",395,"Official languages",14210
"B0T",396,"English",14095
"B0T",397,"French",120
"B0T",398,"Non-official languages",235
"B0V",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",5555
"B0V",384,"English only",5110
"B0V",385,"French only",0
"B0V",386,"English and French",430
"B0V",387,"Neither English nor French",10
"B0V",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",5555
"B0V",389,"English",5425
"B0V",390,"French",110
"B0V",391,"English and French",5
"B0V",392,"Neither English nor French",10
"B0V",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",5555
"B0V",394,"Single responses",5505
"B0V",395,"Official languages",5320
"B0V",396,"English",5205
"B0V",397,"French",115
"B0V",398,"Non-official languages",185
"B0W",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",25645
"B0W",384,"English only",15180
"B0W",385,"French only",125
"B0W",386,"English and French",10290
"B0W",387,"Neither English nor French",45
"B0W",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",25645
"B0W",389,"English",18105
"B0W",390,"French",7350
"B0W",391,"English and French",150
"B0W",392,"Neither English nor French",40
"B0W",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",25645
"B0W",394,"Single responses",24795
"B0W",395,"Official languages",24510
"B0W",396,"English",17245
"B0W",397,"French",7260
"B0W",398,"Non-official languages",280
"B1A",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",14725
"B1A",384,"English only",14380
"B1A",385,"French only",0
"B1A",386,"English and French",330
"B1A",387,"Neither English nor French",15
"B1A",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",14725
"B1A",389,"English",14675
"B1A",390,"French",25
"B1A",391,"English and French",10
"B1A",392,"Neither English nor French",15
"B1A",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",14725
"B1A",394,"Single responses",14650
"B1A",395,"Official languages",14320
"B1A",396,"English",14285
"B1A",397,"French",30
"B1A",398,"Non-official languages",330
"B1B",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",1235
"B1B",384,"English only",1205
"B1B",385,"French only",0
"B1B",386,"English and French",35
"B1B",387,"Neither English nor French",0
"B1B",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",1235
"B1B",389,"English",1225
"B1B",390,"French",15
"B1B",391,"English and French",0
"B1B",392,"Neither English nor French",0
"B1B",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",1235
"B1B",394,"Single responses",1235
"B1B",395,"Official languages",1225
"B1B",396,"English",1210
"B1B",397,"French",10
"B1B",398,"Non-official languages",10
"B1C",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",1700
"B1C",384,"English only",1635
"B1C",385,"French only",0
"B1C",386,"English and French",65
"B1C",387,"Neither English nor French",0
"B1C",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",1700
"B1C",389,"English",1685
"B1C",390,"French",15
"B1C",391,"English and French",0
"B1C",392,"Neither English nor French",0
"B1C",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",1700
"B1C",394,"Single responses",1695
"B1C",395,"Official languages",1675
"B1C",396,"English",1660
"B1C",397,"French",15
"B1C",398,"Non-official languages",20
"B1E",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",1530
"B1E",384,"English only",1495
"B1E",385,"French only",0
"B1E",386,"English and French",40
"B1E",387,"Neither English nor French",0
"B1E",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",1530
"B1E",389,"English",1525
"B1E",390,"French",5
"B1E",391,"English and French",0
"B1E",392,"Neither English nor French",0
"B1E",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",1530
"B1E",394,"Single responses",1520
"B1E",395,"Official languages",1510
"B1E",396,"English",1505
"B1E",397,"French",5
"B1E",398,"Non-official languages",10
"B1G",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",1795
"B1G",384,"English only",1745
"B1G",385,"French only",0
"B1G",386,"English and French",45
"B1G",387,"Neither English nor French",0
"B1G",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",1795
"B1G",389,"English",1785
"B1G",390,"French",5
"B1G",391,"English and French",0
"B1G",392,"Neither English nor French",0
"B1G",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",1795
"B1G",394,"Single responses",1790
"B1G",395,"Official languages",1770
"B1G",396,"English",1765
"B1G",397,"French",5
"B1G",398,"Non-official languages",20
"B1H",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",9075
"B1H",384,"English only",8850
"B1H",385,"French only",0
"B1H",386,"English and French",215
"B1H",387,"Neither English nor French",5
"B1H",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",9075
"B1H",389,"English",9015
"B1H",390,"French",55
"B1H",391,"English and French",0
"B1H",392,"Neither English nor French",5
"B1H",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",9075
"B1H",394,"Single responses",9040
"B1H",395,"Official languages",8985
"B1H",396,"English",8915
"B1H",397,"French",65
"B1H",398,"Non-official languages",50
"B1J",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",1150
"B1J",384,"English only",1075
"B1J",385,"French only",0
"B1J",386,"English and French",75
"B1J",387,"Neither English nor French",0
"B1J",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",1150
"B1J",389,"English",1130
"B1J",390,"French",10
"B1J",391,"English and French",0
"B1J",392,"Neither English nor French",0
"B1J",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",1150
"B1J",394,"Single responses",1135
"B1J",395,"Official languages",1115
"B1J",396,"English",1100
"B1J",397,"French",15
"B1J",398,"Non-official languages",25
"B1K",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",3335
"B1K",384,"English only",3150
"B1K",385,"French only",0
"B1K",386,"English and French",185
"B1K",387,"Neither English nor French",0
"B1K",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",3335
"B1K",389,"English",3310
"B1K",390,"French",25
"B1K",391,"English and French",0
"B1K",392,"Neither English nor French",0
"B1K",393,"Total - Mother tongue for the total population excluding institutional residents - 100% data",3335
"B1K",394,"Single responses",3315
"B1K",395,"Official languages",3285
"B1K",396,"English",3250
"B1K",397,"French",30
"B1K",398,"Non-official languages",35
"B1L",383,"Total - Knowledge of official languages for the total population excluding institutional residents - 100% data",4950
"B1L",384,"English only",4555
"B1L",385,"French only",0
"B1L",386,"English and French",390
"B1L",387,"Neither English nor French",5
"B1L",388,"Total - First official language spoken for the total population excluding institutional residents - 100% data",4950
"B1L",389,"English",4875
"B1L",390,"French",70
"B1L",391,"English and French",5
